,sp_id,rp_id,seeker_post,response_post,reactions_level,rationales,explorations_level,interpretations_level,interpretations,reactions,explorations
279,9dyzxh,e5ky0gw,Why am I still here?. Why haven't I killed myself yet? Why am I torturing myself with school and late homework? WHY AM I NOT BRAVE ENOUGH TO KILL MYSELF!? I'm a goddamn failure. I can't even do this final act.,"No one's brave for killing themselves. It's the *fear* of living that drives them to end their lives. But something inside you wants to live. If that wasn't true, you'd be dead by now. I'm glad you're still here, and I hope one day you can be too :)",1,"But something inside you wants to live. If that wasn't true, you'd be dead by now. I'm glad you're still here, and I hope one day you can be too :)|",0,0,2,2,1
280,76qvw3,dog300t,"Depressed for no reason.. Title says it all. Do you guys have any advice? I can't really do homework or sport in this state and I'm bored all day long, despite having lots of stuff to do that I previously enjoyed. Thanks.",You do not need a reason to be depressed and there is no reason to feel guilty for being depressed for no reason.,0,,0,0,1,1,0
281,63brec,dfsvcq1,Suicide is the final sacrifice of freedom to despair.. Just have to keep telling myself that.,That's a very poetic reminder. I will be scripting it in my journal. Strength and peace as you hold on.,1,Strength and peace as you hold on.|,0,1,1,1,0
282,at9kov,eh2kx2v,I fucking hate myself.. I constantly repeat to myself that a worthless piece of shit and no one gives a shit about me. Why the fuck am I like this?? Why I just be fucking happy? Fuck me.,"A voice in my head whispers your nothing, failure, everyone hates you. But in the quiet it's like they're screaming in my ears. It makes doing anything so hard. I just wanna sit and cry but I can't even do that right",0,,0,2,2,2,0
283,6hqql2,dj0uthj,I wish I was a dog. Or a plant. Or nonexistent. Or something. My point is: I hate being a person ~~*(inner voice that I'm trying to ignore: that's because humans have responsibilities that you're afraid of)*~~,Same here. Either a cat or an oak tree. Or a tartagrade in space.,0,,0,2,0,0,0
284,7rpdm2,dsymyiv,"I hate sleepless nights. I just think about shitty things in my life until I find a way to stop being sober so I can sleep. I just got desperate enough to drink marsala and nearly threw up from stomach pain. Oh well, hopefully I can sleep now.","I'm sorry you're feeling unwell. I can't sleep either. I've been having a couple nights of unrest. I hope you're having better luck than I am. Also, stay strong. I know it's hard and it's a long journey but the fact that you want to stop is a start. Sleep well.",2,I'm sorry you're feeling unwell.|,0,2,1,1,0
285,abt5c0,ed2qah3,"For some reason, officially giving up and not caring anymore has made me feel sort of happy.. I genuinely feel like smiling. Imagine that.","Taking the pressure off, in and of itself, can be a big deal.",0,,0,0,1,1,1
286,abl9su,ed1vmtj,Question. Does anyone else struggle to make sure their depression is justified? Sometimes I think alright to feel this way and working through it and others I feel like Im making the issues up in my head.,Same honestly. Half the time I feel like overreacting and because of that I feel like a little bitch which brings me down more.,0,,0,2,1,1,0
287,aa0xrp,ecp4dkv,My new years resolution. My new years resolution for 2019 is to just make it through the year without killing myself tbh.,Not a bad resolution though but add one more thing to it so not just about that one thing.,0,,0,0,0,0,0
288,6rds9v,dl4b895,"Emotionless or emotional. Which do you prefer? I think my meds are working too well because I haven't felt anything in a while, but what's worse? Feeling too much or not feeling anything.",What do you think? What are three major pros and cons of each for you?,0,,2,0,0,0,1
289,649npl,dg0hbzv,"I feel so guilty when I'm feeling fine, it seems that I'm constantly looking to harm myself. It's like an addiction, I don't deserve to feel good.","I had this exact thought the other day. Like I know that it's stupid, but I keep acting like this. The moment I find myself being remotely positive or happy I steer away from that feeling.",0,,0,2,2,1,0
290,9j82d7,e6pqx00,"Think I might kill myself tonight. Been having this feeling tonight should be the night. I'm not in the broken down mood I was in earlier on my way to work, but hopefully I get there later.","Dont do it man. I consider it every day, but you need to keep pulling forward. even if the world throws everything at you, you need to keep pulling strong. Even of you dont believe it, things will get better.",1,"Dont do it man.|you need to keep pulling strong. Even of you dont believe it, things will get better.|",0,2,1,1,0
291,4pdozg,d4kbk3e,Best way to end your life?. What's the best and least painful way to end your life? I'm thinking about finally doing it and getting relief.,You won't find the answer you're looking for here. Use google.,0,,0,0,0,0,0
292,7zbhav,dun9llx,"I just want to die. Nothing else, just wanna fucking kill myself lol",im here if you want to talk op. ps-noice username lol,1,im here if you want to talk op. ps-noice username lol|,0,0,0,0,0
293,8zcsa4,e2ijb1w,How are you supposed to fake confidence?. Is anyone here been successful with doing this?,"Think of someone that you look up to (Actor, musician, famous person) and act like them.",0,,0,0,0,0,0
294,6m5zlq,djz8lqe,"Attempt. Been really depressed lately, tried to od earlier, but all it did was get me high. When i was high i didn't even feel good i just felt numb and just as shit as i did before. My life isn't getting any better.","Please be safe and seek help. I have been really depressed and lonely before where I tried what you tried. I took over 20+ pills trying to OD to end up at the doctors with them believing it was a virus. I also tried cutting but I was too scared of the pain. I lived through the loneliness and pain only to be depressed again, but I came to a realization- I deserve better and I am worth it. It's definitely hard and a battle everyday, but with professional help, I am getting better day by day. You deserve better and you are worth it. Please stay strong and I do hope you talk to someone to get the help you need.",1,You deserve better and you are worth it|Please stay strong and I do hope you talk to someone to get the help you need|,0,2,2,2,0
295,8rzetl,e0vihfa,"I Have Friends, But They Always Care More About Others. like that one guy everybody calls when available. It sucks and feels bad, cause when I call one of them they give a shit.","I can relate. Been a third wheel in many friendships, always feels like I'm someone people hang around instead of hang with. I even had a friend invite me over and told me he called everyone else first, but nobody was free, so guess it was time to call me. I know he didn't mean it that way, but what a shitty thing to say. Everyone else more important than you was busy, so you (bottom of the list) will have to do. It hurts and depression makes it hurt x100. Gotta find a way to prove to yourself that you are worth spending time with. I'm struggling with this pretty badly too so I wish you the best.",1,I'm struggling with this pretty badly too so I wish you the best.|,0,2,2,2,1
